Movie Title,Release Year,IMDb Rating,Movie Link,Stream
Seinfeld,1989,8.9,/in/tv-show/seinfeld,Netflix
The End of the F***ing World,2017,8.0,/in/tv-show/the-end-of-the-ing-world,Netflix
Tu Zakhm Hai,2022,7.0,/in/tv-show/tu-zakhm-hai,MX Player
Fargo,1996,8.1,/in/movie/fargo,"Amazon Prime Video, Amazon Video, Apple TV"
The Simpsons,1989,8.7,/in/tv-show/the-simpsons,Hotstar
The Bequeathed,2024,6.4,/in/tv-show/the-bequeathed,Netflix
The Apothecary Diaries,2023,8.6,/in/tv-show/the-apothecary-diaries,Crunchyroll
Wallander,2008,7.8,/in/tv-show/wallander,
Andhadhun,2018,8.2,/in/movie/andhadhun,"Jio Cinema, Google Play Movies, Google Play Movies"
S.W.A.T.,2017,7.2,/in/tv-show/s-w-a-t-2017,Sony Liv
9-1-1,2018,7.9,/in/tv-show/9-1-1,Hotstar
Supernatural,2005,8.4,/in/tv-show/supernatural,Amazon Prime Video
Extraordinary,2023,7.7,/in/tv-show/extraordinary,Hotstar
The Fall of the House of Usher,2023,7.9,/in/tv-show/the-fall-of-the-house-of-usher,Netflix
Rain Man,1988,8.0,/in/movie/rain-man,"Amazon Prime Video, Amazon Video, Apple TV"
The West Wing,1999,8.9,/in/tv-show/the-west-wing,
Sex and the City,1998,7.3,/in/tv-show/sex-and-the-city,Jio Cinema
Joker,2019,8.4,/in/movie/joker-2019,"Amazon Prime Video, Amazon Video, Apple TV"
DD Returns,2023,6.2,/in/movie/dd-returns,Amazon Prime Video
The Kid Who Would Be King,2019,6.1,/in/movie/the-kid-who-would-be-king,"Hotstar, Amazon Video"
The Mentalist,2008,8.2,/in/tv-show/the-mentalist,Amazon Prime Video
Never Have I Ever,2020,7.9,/in/tv-show/never-have-i-ever,Netflix
Doctor Who,2005,8.6,/in/tv-show/doctor-who,
The Passenger,2023,6.4,/in/movie/the-passenger-2023,Amazon Prime Video
Bodies,2023,7.3,/in/tv-show/bodies,Netflix
My Man Is Cupid,2023,7.3,/in/tv-show/my-man-is-cupid,Amazon Prime Video
Kannagi,2023,7.1,/in/movie/kannagi,Amazon Prime Video
The Idol,2023,4.4,/in/tv-show/the-idol,Jio Cinema
Hustlers,2024,8.2,/in/tv-show/hustlers,Amazon miniTV
Delhi Crime,2019,8.5,/in/tv-show/delhi-crime,Netflix
Masters of the Universe: Revolution,2024,7.6,/in/tv-show/masters-of-the-universe-revolution,Netflix
Ben 10: Alien Force,2008,7.4,/in/tv-show/ben-10-alien-force,
Blade Runner 2049,2017,8.0,/in/movie/blade-runner-2049,"Netflix, Amazon Video, Apple TV"
Rangbaaz,2018,7.8,/in/tv-show/rangbaaz,VI movies and tv
Bridgerton,2020,7.4,/in/tv-show/bridgerton,Netflix
Orion and the Dark,2024,6.4,/in/movie/orion-and-the-dark,Netflix
The Flash,2023,6.7,/in/movie/the-flash,"Jio Cinema, Amazon Video, Apple TV"
Spider-Man: Across the Spider-Verse,2023,8.6,/in/movie/spider-man-into-the-spider-verse-2,"Netflix, Zee5, Apple TV"
Brooklyn Nine-Nine,2013,8.4,/in/tv-show/brooklyn-nine-nine,Netflix
The Man Who Fell to Earth,2022,7.3,/in/tv-show/the-man-who-fell-to-earth,Voot
Sweet Home,2020,7.3,/in/tv-show/sweet-home,Netflix
White Collar,2009,8.2,/in/tv-show/white-collar,Hotstar
Abhay,2019,8.0,/in/tv-show/abhay,Zee5
Yu Yu Hakusho,2023,7.2,/in/tv-show/yu-yu-hakusho-2023,Netflix
Manifest,2018,7.1,/in/tv-show/manifest,Netflix
Fast X,2023,5.8,/in/movie/fast-x,"Jio Cinema, Zee5, Apple TV"
Blue Mountain State,2010,8.3,/in/tv-show/blue-mountain-state,Lionsgate Play
The Dark Knight,2008,9.0,/in/movie/the-dark-knight,"Netflix, Amazon Video, Apple TV"
Fuh Se Fantasy,2019,,/in/tv-show/fuh-se-fantasy,Jio Cinema
Tejas,2023,4.9,/in/movie/tejas,
The Zone of Interest,2023,7.9,/in/movie/the-zone-of-interest,
New Girl,2011,7.8,/in/tv-show/new-girl,Hotstar
Banshee,2013,8.4,/in/tv-show/banshee,Jio Cinema
Dharavi Bank,2022,7.7,/in/tv-show/dharavi-bank,MX Player
The Umbrella Academy,2019,7.9,/in/tv-show/the-umbrella-academy,Netflix
It's Always Sunny in Philadelphia,2005,8.8,/in/tv-show/its-always-sunny-in-philadelphia,Hotstar
Bleach,2004,8.2,/in/tv-show/bleach,Netflix
Obsession,2023,5.2,/in/tv-show/obsession,Netflix
The Chosen,2019,9.2,/in/tv-show/the-chosen,Netflix
Twin Peaks,1990,8.8,/in/tv-show/twin-peaks,
Fringe,2008,8.4,/in/tv-show/fringe,
Inglourious Basterds,2009,8.4,/in/movie/inglourious-basterds,"Amazon Prime Video, Amazon Video"
See,2019,7.6,/in/tv-show/see,Apple TV Plus
Chamak,2023,9.1,/in/tv-show/chamak,Sony Liv
Top Gun: Maverick,2022,8.3,/in/movie/top-gun-maverick,"Netflix, Amazon Video, Google Play Movies"
Indian Idol,2004,5.1,/in/tv-show/indian-idol,Sony Liv
Ganapath,2023,3.4,/in/movie/ganapath,
The Boss,2022,8.0,/in/tv-show/el-encargado,
Blood Diamond,2006,8.0,/in/movie/blood-diamond,"Amazon Prime Video, Apple TV, Apple TV"
96,2018,8.5,/in/movie/96,"Sony Liv, Google Play Movies, Google Play Movies"
The Last Man on Earth,2015,7.4,/in/tv-show/the-last-man-on-earth,
The Looney Tunes Show,2011,7.7,/in/tv-show/the-looney-tunes-show,Netflix
Castle,2009,8.1,/in/tv-show/castle,
Pathaan,2023,5.9,/in/movie/pathaan,"Amazon Prime Video, Amazon Video, Apple TV"
American Horror Story,2011,8.0,/in/tv-show/american-horror-story,Hotstar
Jubilee,2023,8.3,/in/tv-show/jubilee,Amazon Prime Video
Foundation,2021,7.6,/in/tv-show/foundation,Apple TV Plus
Main Atal Hoon,2024,7.4,/in/movie/main-atal-hoon,Bookmyshow
American Crime Story,2016,8.4,/in/tv-show/american-crime-story,Hotstar
Bicchoo Ka Khel,2020,7.0,/in/tv-show/bicchoo-ka-khel,Alt Balaji
Lock Upp,2022,3.6,/in/tv-show/lock-upp,Alt Balaji
Jerry & Marge Go Large,2022,6.9,/in/movie/jerry-and-marge-go-large,
MTV Roadies,2003,4.4,/in/tv-show/mtv-roadies,Jio Cinema
Impractical Jokers,2011,8.6,/in/tv-show/impractical-jokers,Discovery+
Sons of Anarchy,2008,8.6,/in/tv-show/sons-of-anarchy,
Ala Vaikunthapurramuloo,2020,7.3,/in/movie/ala-vaikunthapurramuloo,Netflix
Watchmen,2019,8.2,/in/tv-show/watchmen,Jio Cinema
The Nun II,2023,5.6,/in/movie/the-nun-ii,"Jio Cinema, Amazon Video, Apple TV"
Pushpa: The Rise - Part 1,2021,7.6,/in/movie/pushpa,"Amazon Prime Video, Amazon Video"
Scooby-Doo! Mystery Incorporated,2010,8.1,/in/tv-show/scooby-doo-mystery-incorporated,Netflix
Sky Rojo,2021,6.6,/in/tv-show/sky-rojo,Netflix
Batman Begins,2005,8.2,/in/movie/batman-begins,"Netflix, Amazon Video, Apple TV"
Rockstar,2011,7.7,/in/movie/rockstar,"Jio Cinema, Google Play Movies, Apple TV"
Warning 2,2024,7.7,/in/movie/warning-2,
All the Light We Cannot See,2023,7.5,/in/tv-show/all-the-light-we-cannot-see,Netflix
Menaka,2019,7.8,/in/tv-show/menaka,Amazon Prime Video
Ozark,2017,8.5,/in/tv-show/ozark,Netflix
Black Bird,2022,8.1,/in/tv-show/black-bird,Apple TV Plus
Veep,2012,8.4,/in/tv-show/veep,Jio Cinema
Agent,2023,4.2,/in/movie/agent,
Tumbbad,2018,8.2,/in/movie/tumbbad,
Por Thozhil,2023,8.0,/in/movie/por-thozhil,Sony Liv
Criminal Minds,2005,8.1,/in/tv-show/criminal-minds,
Coach Prime,2022,6.6,/in/tv-show/coach-prime,Amazon Prime Video
Frieren: Beyond Journey's End,2023,9.0,/in/tv-show/frieren-beyond-journeys-end,Crunchyroll
That '70s Show,1998,8.1,/in/tv-show/that-70s-show,
The Daily Life of the Immortal King,2020,7.2,/in/tv-show/the-daily-life-of-the-immortal-king,Crunchyroll
Bade Achhe Lagte Hain,2011,5.5,/in/tv-show/bade-achhe-lagte-hain,Sony Liv
2 Broke Girls,2011,6.6,/in/tv-show/2-broke-girls,Amazon Prime Video
Anupamaa,2020,4.0,/in/tv-show/anupamaa,Hotstar
Undead Unluck,2023,7.5,/in/tv-show/undead-unluck,Hotstar
Ancient Aliens,2009,7.1,/in/tv-show/ancient-aliens,Discovery+
Spider-Man: No Way Home,2021,8.2,/in/movie/spider-man-no-way-home,"Sony Liv, Zee5, Apple TV"
Criminal Justice,2008,7.7,/in/tv-show/criminal-justice,
"Kavya - Ek Jazbaa, Ek Junoon",2023,7.9,/in/tv-show/kavya-ek-jazbaa-ek-junoon,Sony Liv
Manchester by the Sea,2016,7.8,/in/movie/manchester-by-the-sea,"Amazon Prime Video, Amazon Video, Apple TV"
Oldboy,2003,8.3,/in/movie/oldboy-2003,Amazon Prime Video
American Fiction,2023,7.7,/in/movie/untitled-cord-jefferson-film,
24,2001,8.4,/in/tv-show/24,Hotstar
SEAL Team,2017,7.8,/in/tv-show/seal-team,Amazon Prime Video
Saptha Sagaradaache Ello - Side A,2023,8.3,/in/movie/saptha-sagaradaache-ello,"Amazon Prime Video, Amazon Video"
Teen Wolf,2011,7.7,/in/tv-show/teen-wolf,
Dunkirk,2017,7.8,/in/movie/dunkirk,"Amazon Prime Video, Google Play Movies, Apple TV"
Loudermilk,2017,7.9,/in/tv-show/loudermilk,Sony Liv
Chainsaw Man,2022,8.4,/in/tv-show/chainsaw-man,Netflix
K.G.F: Chapter 1,2018,8.2,/in/movie/k-g-f-chapter-1,Hotstar
The Shield,2002,8.7,/in/tv-show/the-shield,Amazon Prime Video
Special OPS,2020,8.6,/in/tv-show/special-ops,Hotstar
Dance Plus,2015,7.9,/in/tv-show/dance-plus,Hotstar
Why Women Kill,2019,8.3,/in/tv-show/why-women-kill,Voot
Lupin,2021,7.5,/in/tv-show/lupin,Netflix
K.G.F: Chapter 2,2022,8.3,/in/movie/k-g-f-chapter-2,"Amazon Prime Video, Amazon Video"
The Shawshank Redemption,1994,9.3,/in/movie/the-shawshank-redemption,"Amazon Video, Apple TV"
Star Trek: Prodigy,2021,7.5,/in/tv-show/star-trek-prodigy,Netflix
James May: Our Man In...,2020,8.3,/in/tv-show/james-may-our-man-in-japan,Amazon Prime Video
Into the Dark,2018,6.3,/in/tv-show/into-the-dark,
Devon Ke Dev...Mahadev,2011,9.3,/in/tv-show/devon-ke-dev-mhaadev,Hotstar
Groundhog Day,1993,8.0,/in/movie/groundhog-day,"Sony Liv, Apple TV, Apple TV"
As the Crow Flies,2022,6.4,/in/tv-show/as-the-crow-flies,Netflix
Arcane,2021,9.0,/in/tv-show/arcane,Netflix
Chacha Chaudhary,2019,8.3,/in/tv-show/chacha-chaudhary,Hotstar
Outlander,2014,8.4,/in/tv-show/outlander,Netflix
Jeet Ki Zid,2021,8.3,/in/tv-show/jeet-ki-zid,VI movies and tv
Rocket Boys,2022,8.9,/in/tv-show/rocket-boys-2022,Sony Liv
The Legend of the Blue Sea,2016,8.1,/in/tv-show/the-legend-of-the-blue-sea,Netflix
#MayaLo,2023,8.0,/in/movie/mayalo,Amazon Prime Video
Odavum Mudiyadhu Oliyavum Mudiyadhu,2024,5.7,/in/movie/odavum-mudiyadhu-oliyavum-mudiyadhu,Amazon Prime Video
Cristóbal Balenciaga,2024,7.7,/in/tv-show/cristobal-balenciaga,Hotstar
Miya Biwi Aur Murder,2022,6.2,/in/tv-show/miya-biwi-aur-murder,MX Player
Will,2023,7.1,/in/movie/wil,Netflix
Fifty Shades of Grey,2015,4.2,/in/movie/fifty-shades-of-grey,Netflix
The Summer I Turned Pretty,2022,7.3,/in/tv-show/the-summer-i-turned-pretty,Amazon Prime Video
3 Idiots,2009,8.4,/in/movie/3-idiots,"Amazon Prime Video, Google Play Movies, Apple TV"
Permanent Roommates,2014,8.6,/in/tv-show/permanent-roommates,Zee5
Community,2009,8.5,/in/tv-show/community,Netflix
Sunflower,2021,7.3,/in/tv-show/sunflower-2021,VI movies and tv
The Man from Earth,2007,7.8,/in/movie/the-man-from-earth,"Tubi TV, MovieSaints"
American Nightmare,2024,7.5,/in/tv-show/american-nightmare-2024,Netflix
After,2019,5.3,/in/movie/after,"Amazon Prime Video, Google Play Movies, Google Play Movies"
Chicago Med,2015,7.6,/in/tv-show/chicago-med,Amazon Prime Video
Mathimaran,2023,6.7,/in/movie/mathimaran,Amazon Prime Video
Bates Motel,2013,8.1,/in/tv-show/bates-motel,Jio Cinema
9-1-1: Lone Star,2020,7.3,/in/tv-show/9-1-1-lone-star,Hotstar
Delicious in Dungeon,2024,7.4,/in/tv-show/delicious-in-dungeon,Netflix
Descendants of the Sun,2016,8.2,/in/tv-show/descendants-of-the-sun,Netflix
Rick and Morty,2013,9.1,/in/tv-show/rick-and-morty,Netflix
Vincenzo,2021,8.4,/in/tv-show/vincenzo,Netflix
No Hard Feelings,2023,6.4,/in/movie/no-hard-feelings-2023,"Netflix, Zee5, Apple TV"
Six Feet Under,2001,8.7,/in/tv-show/six-feet-under,Jio Cinema
Scrubs,2001,8.4,/in/tv-show/scrubs,
Ace Ventura: Pet Detective,1994,6.9,/in/movie/ace-ventura-pet-detective,"Netflix, Amazon Video, Google Play Movies"
Duranga,2022,7.5,/in/tv-show/duranga,VI movies and tv
2018,2023,8.4,/in/movie/2018-2023,Sony Liv
Dragon Ball,1986,8.5,/in/tv-show/dragon-ball,
1883,2021,8.7,/in/tv-show/1883,Amazon Prime Video
Ghoomer,2023,7.7,/in/movie/ghoomer,Zee5
Dragon Ball Z,1989,8.8,/in/tv-show/dragon-ball-z,
Money Heist (Korean Remake),2022,5.7,/in/tv-show/money-heist-korean-remake,Netflix
Dexter,2006,8.7,/in/tv-show/dexter,Amazon Prime Video
The Marvelous Mrs. Maisel,2017,8.7,/in/tv-show/the-marvelous-mrs-maisel,Amazon Prime Video
BEKAABOO,2019,6.1,/in/tv-show/bekaaboo,Alt Balaji
Baby Bandito,2024,6.2,/in/tv-show/baby-bandito,Netflix
Abbott Elementary,2021,8.2,/in/tv-show/abbott-elementary,Hotstar
OMG 2,2023,7.6,/in/movie/omg-2,Netflix
Tiger Nageswara Rao,2023,6.2,/in/movie/tiger-nageswara-rao,"Amazon Prime Video, Amazon Video"
Encounter,2018,7.6,/in/tv-show/encounter,Netflix
Crimes Aaj Kal,2023,8.7,/in/tv-show/crimes-aaj-kal,Amazon miniTV
After Everything,2023,4.6,/in/movie/after-everything-2023,Netflix
The Last Kingdom,2015,8.5,/in/tv-show/the-last-kingdom,Netflix
"Bring It On, Ghost",2016,7.6,/in/tv-show/bring-it-on-ghost,MX Player
NASCAR: Full Speed,2024,7.6,/in/tv-show/nascar-full-speed,Netflix
The Peripheral,2022,7.6,/in/tv-show/the-peripheral,Amazon Prime Video
Kingdom,2012,8.6,/in/tv-show/kingdom-2012,Crunchyroll
Meg 2: The Trench,2023,5.0,/in/movie/the-meg-2-the-trench,"Jio Cinema, Amazon Video, Apple TV"
Only Murders in the Building,2021,8.1,/in/tv-show/only-murders-in-the-building,Hotstar
Homeland,2011,8.3,/in/tv-show/homeland,Hotstar
Bambai Meri Jaan,2023,7.4,/in/tv-show/bambai-meri-jaan,Amazon Prime Video
Mr Inbetween,2018,8.6,/in/tv-show/mr-inbetween,Hotstar
Dahaad,2023,7.6,/in/tv-show/roar-2023,Amazon Prime Video
Curry & Cyanide: The Jolly Joseph Case,2023,,/in/movie/curry-and-cyanide-the-jolly-joseph-case,Netflix
Trunk: Locked In,2023,5.4,/in/movie/trunk-locked-in,Amazon Prime Video
Justified,2010,8.6,/in/tv-show/justified,Amazon Prime Video
Kundali Bhagya,2017,2.1,/in/tv-show/kundali-bhagya,Zee5
The Twilight Zone,2019,6.0,/in/tv-show/the-twilight-zone-2019,Voot
The Trial,2023,7.9,/in/movie/the-trial-2023,Amazon Prime Video
The Man in the High Castle,2015,8.0,/in/tv-show/the-man-in-the-high-castle,Amazon Prime Video
Incendies,2010,8.3,/in/movie/incendies,
Ted,2012,6.9,/in/movie/ted,Jio Cinema
Shin Chan,1992,8.4,/in/tv-show/crayon-shin-chan,Hotstar
Dragon Ball Super,2015,8.3,/in/tv-show/dragon-ball-super,
Riverdale,2017,6.5,/in/tv-show/riverdale,Netflix
Shogun,2024,,/in/tv-show/shogun-2024,
The Chestnut Man,2021,7.7,/in/tv-show/the-chestnut-man,Netflix
Batti Gul Meter Chalu,2018,5.9,/in/movie/batti-gul-meter-chalu,Zee5
American Psycho,2000,7.6,/in/movie/american-psycho,"Lionsgate Play, Apple TV, Apple TV"
Alienoid,2022,6.2,/in/movie/oegye-in-1bu,Amazon Prime Video
Vyooham,2023,8.0,/in/tv-show/vyooham,Amazon Prime Video
Puncture,2011,6.8,/in/movie/puncture,Amazon Prime Video
Jailer,2023,7.1,/in/movie/jailer,"Amazon Prime Video, Amazon Video"
Special Ops: Lioness,2023,7.7,/in/tv-show/special-ops-lioness,
Half Love Half Arranged,2023,6.8,/in/tv-show/half-love-half-arranged,Amazon miniTV
Misery,1990,7.8,/in/movie/misery,"Amazon Prime Video, Amazon Video"
Californication,2007,8.3,/in/tv-show/californication,Amazon Prime Video
Yeh Meri Family,2018,9.0,/in/tv-show/yeh-meri-family,Amazon miniTV
Altered Carbon,2018,7.9,/in/tv-show/altered-carbon,Netflix
Vadhuvu,2023,7.2,/in/tv-show/vadhuvu,Hotstar
Kalifornia,1993,6.7,/in/movie/kalifornia,"Amazon Prime Video, Amazon Video, Apple TV"
Penance,2020,5.6,/in/tv-show/penance-2020,Amazon Prime Video
Ghosted,2023,5.8,/in/movie/ghosted,Apple TV Plus
Crash Landing on You,2019,,/in/tv-show/crash-landing-on-you,Netflix
Maestro,2023,6.6,/in/movie/maestro-2021-1,Netflix
Tenet,2020,7.3,/in/movie/tenet,"Netflix, Apple TV, Apple TV"
Bhakshak,2024,,/in/movie/bhakshak,Netflix
Mismatched,2020,5.9,/in/tv-show/mismatched,Netflix
Argylle,2024,6.0,/in/movie/argylle,Bookmyshow
Mean Girls,2024,6.2,/in/movie/mean-girls-2024,
Bodyguard,2018,8.1,/in/tv-show/bodyguard,Netflix
The Blacklist,2013,7.9,/in/tv-show/the-blacklist,Netflix
Kumkum Bhagya,2014,,/in/tv-show/kumkum-bhagya,Zee5
Upgraded,2024,6.2,/in/movie/upgraded,Amazon Prime Video
Indori Ishq,2021,6.9,/in/tv-show/indori-ishq,MX Player
"Saas, Bahu Aur Flamingo",2023,7.7,/in/tv-show/saas-bahu-aur-flamingo,Hotstar
The Village,2023,5.4,/in/tv-show/the-village,Amazon Prime Video
Raktanchal,2020,6.8,/in/tv-show/raktanchal,MX Player
The Night Manager,2016,8.0,/in/tv-show/the-night-manager,
Broadchurch,2013,8.4,/in/tv-show/broadchurch,
Made in Heaven,2019,8.2,/in/tv-show/made-in-heaven-2019,Amazon Prime Video
The Matrix,1999,8.7,/in/movie/the-matrix,"Netflix, Google Play Movies, Apple TV"
Pokémon Concierge,2023,7.5,/in/tv-show/pokemon-concierge,Netflix
The Artful Dodger,2023,8.0,/in/tv-show/the-artful-dodger,
The Americans,2013,8.4,/in/tv-show/the-americans,Hotstar
Love Is Blind: Sweden,2024,6.3,/in/tv-show/love-is-blind-sweden,Netflix
Taj: Divided by Blood,2023,6.9,/in/tv-show/taj-divided-by-blood,Zee5
Quantico,2015,6.7,/in/tv-show/quantico,
Saben aquell,2023,7.2,/in/movie/saben-aquell,
One Tree Hill,2003,7.8,/in/tv-show/one-tree-hill,
HeartBeat,2023,7.0,/in/tv-show/my-heart-is-beating,Amazon Prime Video
Fake Profile,2023,5.7,/in/tv-show/fake-profile,Netflix
Squid Game: The Challenge,2023,5.8,/in/tv-show/squid-game-the-challenge,Netflix
Shiddat,2021,7.6,/in/movie/shiddat-2021,Hotstar
Last Summer,2023,6.4,/in/movie/last-summer-2023,
Lost in Space,2018,7.3,/in/tv-show/lost-in-space,Netflix
Guy Ritchie's The Covenant,2023,7.5,/in/movie/guy-ritchies-the-covenant,Amazon Prime Video
Once Upon a Time,2011,7.7,/in/tv-show/once-upon-a-time,Hotstar
30 Rock,2006,8.3,/in/tv-show/30-rock,Jio Cinema
Black,2005,8.1,/in/movie/black,Netflix
"20,000 Species of Bees",2023,6.9,/in/movie/20-000-species-of-bees,
RuPaul's Drag Race,2009,8.5,/in/tv-show/rupauls-drag-race,WOW Presents Plus
The Morning Show,2019,8.2,/in/tv-show/the-morning-show,Apple TV Plus
Secret Invasion,2023,5.9,/in/tv-show/secret-invasion,
What's Wrong with Secretary Kim,2018,8.1,/in/tv-show/whats-wrong-with-secretary-kim,Netflix
Class of 2020,2020,,/in/tv-show/class-of-2020,
Ben 10: Ultimate Alien,2010,7.7,/in/tv-show/ben-10-ultimate-alien,
The Big Short,2015,7.8,/in/movie/the-big-short,"Amazon Prime Video, Amazon Video, Apple TV"
Love & Anarchy,2020,7.4,/in/tv-show/love-and-anarchy,Netflix
Sirf Ek Bandaa Kaafi Hai,2023,7.9,/in/movie/sirf-ek-bandaa-kaafi-hai,Zee5
BUCCHIGIRI?!,2024,,/in/tv-show/bucchigiri,Crunchyroll
Yeh Rishta Kya Kehlata Hai,2009,2.3,/in/tv-show/yeh-rishta-kya-kehlata-hai,
Gran Turismo,2023,7.2,/in/movie/gran-turismo,"Netflix, Amazon Video, Apple TV"
Shaadi Mein Zaroor Aana,2017,7.5,/in/movie/shaadi-mein-zaroor-aana,Zee5
Where the Crawdads Sing,2022,7.2,/in/movie/where-the-crawdads-sing,"Sony Liv, Amazon Video, Apple TV"
Sisu,2023,6.9,/in/movie/sisu-2023,"Amazon Video, Apple TV"
Monk,2002,8.1,/in/tv-show/monk,
Ferrari,2023,6.6,/in/movie/ferrari,
Fight Club,1999,8.8,/in/movie/fight-club,"MUBI, Amazon Video, Apple TV"
Everything Everywhere All at Once,2022,7.8,/in/movie/everything-everywhere-all-at-once,Sony Liv
RRR,2022,7.8,/in/movie/roudram-ranam-rudhiram,Netflix
Cosmos: A Spacetime Odyssey,2014,9.3,/in/tv-show/cosmos-a-spacetime-odyssey,Hotstar
12 Monkeys,2015,7.7,/in/tv-show/12-monkeys,
Falimy,2023,7.3,/in/movie/falimy,Hotstar
Temptation Island,2019,6.1,/in/tv-show/temptation-island,Jio Cinema
Kannur Squad,2023,7.7,/in/movie/kannur-squad,Hotstar
Chennai Express,2013,6.1,/in/movie/chennai-express,"Google Play Movies, Apple TV"
The Favourite,2018,7.5,/in/movie/the-favourite,"Netflix, Amazon Video"
John Wick: Chapter 4,2023,7.7,/in/movie/john-wick-chapter-4,"Lionsgate Play, Apple TV, Apple TV"
Like Flowers in Sand,2023,7.6,/in/tv-show/like-flowers-in-sand,Netflix
Ishqbaaaz,2016,6.5,/in/tv-show/ishqbaaaz,Hotstar
Masters of Sex,2013,7.9,/in/tv-show/masters-of-sex,
The Hunger Games: The Ballad of Songbirds & Snakes,2023,6.8,/in/movie/the-hunger-games-the-ballad-of-songbirds-and-snakes,"Bookmyshow, Apple TV"
Badi Heroine Banti Hai,2024,7.9,/in/tv-show/badi-heroine-banti-hai,Amazon miniTV
Warrior,2019,8.4,/in/tv-show/warrior-2019,Jio Cinema
Titanic,1997,7.9,/in/movie/titanic,"Hotstar, Google Play Movies, Apple TV"
New Amsterdam,2018,8.0,/in/tv-show/new-amsterdam,Jio Cinema
Jalapata,2023,8.7,/in/movie/jalapata,Amazon Prime Video
Aakhri Sach,2023,5.5,/in/tv-show/aakhri-sach,Hotstar
Wedding.con,2023,7.1,/in/tv-show/wedding-con,Amazon Prime Video
Dr. Romantic,2016,8.4,/in/tv-show/romantic-doctor-teacher-kim,Netflix
Miracle Doctor,2019,7.1,/in/tv-show/miracle-doctor,
Half CA,2023,8.4,/in/tv-show/half-ca,Amazon miniTV
My Hero Academia,2016,8.0,/in/tv-show/my-hero-academia,Crunchyroll
My Life with the Walter Boys,2023,7.0,/in/tv-show/my-life-with-the-walter-boys,Netflix
Leave the World Behind,2023,6.5,/in/movie/leave-the-world-behind-2023,Netflix
Piku,2015,7.6,/in/movie/piku,"Sony Liv, Apple TV, Apple TV"
Dilwale Dulhania Le Jayenge,1995,8.0,/in/movie/dilwale-dulhania-le-jayenge,"Amazon Prime Video, Bookmyshow, Apple TV, Apple TV"
Vida,2018,7.4,/in/tv-show/vida,Lionsgate Play
Midsommar,2019,7.1,/in/movie/midsommar,"Lionsgate Play, Apple TV, Apple TV"
Close Your Eyes,2023,7.4,/in/movie/cerrar-los-ojos,
True Blood,2008,7.9,/in/tv-show/true-blood,Jio Cinema
Forbidden Love,2020,5.4,/in/tv-show/forbidden-love,VI movies and tv
Ek Duje Ke Vaaste,2016,7.5,/in/tv-show/ek-duje-ke-vaaste,Sony Liv
South Park,1997,8.7,/in/tv-show/south-park,
Bluey,2018,9.4,/in/tv-show/bluey,Hotstar
Taskmaster,2015,9.0,/in/tv-show/taskmaster,
Viduthalai: Part I,2023,8.3,/in/movie/viduthalai-part-1,Zee5
Whiskey Tango Foxtrot,2016,6.6,/in/movie/whiskey-tango-foxtrot,"Netflix, Amazon Video"
Strong Woman Do Bong Soon,2017,8.2,/in/tv-show/strong-woman-do-bong-soon,Netflix
Criminal Justice: Adhura Sach,2022,7.7,/in/tv-show/criminal-justice-adhura-sach,Hotstar
Meet Joe Black,1998,7.2,/in/movie/meet-joe-black,"Jio Cinema, Google Play Movies, Apple TV"
Ragnarok,2020,7.4,/in/tv-show/ragnarok,Netflix
Crushed,2014,9.1,/in/tv-show/crushed,Amazon miniTV
Horimiya,2021,8.1,/in/tv-show/horimiya,Crunchyroll
"Love, Death & Robots",2019,8.4,/in/tv-show/love-death-and-robots,Netflix
Rebel Moon: Part One - A Child of Fire,2023,5.6,/in/movie/rebel-moon,Netflix
Indiana Jones and the Dial of Destiny,2023,6.6,/in/movie/indiana-jones-5,"Hotstar, Apple TV, Apple TV"
Saba Nayagan,2023,7.1,/in/movie/saba-nayagan,
La La Land,2016,8.0,/in/movie/la-la-land,"Lionsgate Play, Apple TV, Apple TV"
Dexter: New Blood,2021,8.1,/in/tv-show/dexter-new-blood,Voot
Bitch and Rich,2023,,/in/tv-show/bitch-x-rich,Netflix
Guillermo del Toro's Cabinet of Curiosities,2022,7.0,/in/tv-show/guillermo-del-toros-cabinet-of-curiosities,Netflix
The Pacific,2010,8.3,/in/tv-show/the-pacific,
3 Body Problem,2024,,/in/tv-show/3-body-problem,
Siren,2018,7.0,/in/tv-show/siren,
Peacemaker,2022,8.5,/in/tv-show/peacemaker,
Dangal,2016,8.3,/in/movie/dangal,"Apple TV, Apple TV"
Monster,2023,7.9,/in/movie/monster-2023,
Schitt's Creek,2015,8.5,/in/tv-show/schitts-creek,Netflix
1899,2022,7.3,/in/tv-show/1899,Netflix
The Lord of the Rings: The Rings of Power,2022,7.0,/in/tv-show/the-lord-of-the-rings-the-rings-of-power,Amazon Prime Video
Marvel's Jessica Jones,2015,7.9,/in/tv-show/marvels-jessica-jones,Hotstar
The Orville,2017,8.0,/in/tv-show/the-orville,Hotstar
Carnival Row,2019,7.8,/in/tv-show/carnival-row,Amazon Prime Video
The Truman Show,1998,8.2,/in/movie/the-truman-show,"Amazon Prime Video, Amazon Video, Apple TV"
300,2007,7.6,/in/movie/300,"Netflix, Amazon Video, Apple TV"
Hiccups & Hookups,2021,8.1,/in/tv-show/hiccups-and-hookups,Amazon Prime Video
Burning Body,2023,6.7,/in/tv-show/el-cuerpo-en-llamas,Netflix
